Case#,Meal,TotalMeals,UniversalMeals,TotalEnrolled,FR,TraditionalSchool,PublicSchool,SchoolType
15395,BREAKFAST,368,0,1,1,0,0,Elementary
19015,LUNCH,956,0,1,1,100,100,Elementary
19016,BREAKFAST,1075,0,1,1,100,100,Mixed
18610,BREAKFAST,1185,0,1,1,100,100,Mixed
18611,LUNCH,1218,0,1,1,100,100,High
18747,BREAKFAST,126,0,2,2,0,100,Mixed
18748,LUNCH,126,0,2,2,0,100,Elementary
25331,LUNCH,247,0,2,1,100,100,Mixed
15113,LUNCH,247,0,2,2,0,100,Elementary
15112,BREAKFAST,299,0,2,2,0,100,High
16454,BREAKFAST,814,0,2,2,0,100,High
16455,LUNCH,1133,0,2,2,0,100,Elementary
16683,BREAKFAST,1547,0,2,2,0,100,Elementary
17447,BREAKFAST,1560,0,2,1,100,100,Mixed
17448,LUNCH,1717,0,2,1,100,100,High
24530,BREAKFAST,2126,0,2,1,100,100,Mixed
24535,LUNCH,2347,0,2,1,100,100,High
16750,LUNCH,345,0,3,3,0,100,Middle
15393,BREAKFAST,368,0,3,3,0,0,Elementary
16749,BREAKFAST,414,0,3,3,0,100,Elementary
16150,LUNCH,551,0,3,3,0,0,Mixed
17396,LUNCH,568,0,3,3,0,0,Mixed
14518,BREAKFAST,586,0,3,3,0,100,Mixed
14519,LUNCH,610,0,3,3,0,100,Mixed
16019,LUNCH,616,0,3,3,0,100,Elementary
16018,BREAKFAST,629,0,3,3,0,100,High
16636,LUNCH,699,0,3,3,0,100,Middle
16151,BREAKFAST,910,0,3,3,0,0,High
17449,BREAKFAST,1005,0,3,2,100,100,Elementary
17450,LUNCH,1409,0,3,2,100,100,Mixed
17583,BREAKFAST,178,0,4,4,0,0,Elementary
16747,LUNCH,345,0,4,4,0,100,High
16748,BREAKFAST,414,0,4,4,0,100,Elementary
3153,LUNCH,782,0,4,4,0,100,Mixed
25764,LUNCH,127,0,5,5,0,100,Mixed
17581,LUNCH,153,0,5,5,0,0,Elementary
17580,BREAKFAST,178,0,5,5,0,0,Mixed
25607,LUNCH,208,0,5,5,0,100,Middle
23012,LUNCH,362,0,5,5,0,100,Elementary
24835,LUNCH,420,0,5,5,100,100,Elementary
24834,BREAKFAST,420,0,5,5,100,100,Mixed
16148,LUNCH,435,0,5,5,0,0,Elementary
21134,LUNCH,520,0,5,5,100,100,Mixed
17394,LUNCH,568,0,5,5,0,0,Elementary
18379,LUNCH,576,0,5,5,0,0,Middle
21135,BREAKFAST,611,0,5,5,100,100,Mixed
17577,LUNCH,700,0,5,5,0,0,Elementary
16149,BREAKFAST,711,0,5,5,0,0,Mixed
17906,BREAKFAST,731,0,5,5,100,100,Elementary
17907,LUNCH,759,0,5,5,100,100,Mixed
16661,LUNCH,855,0,5,5,0,100,Mixed
16658,BREAKFAST,859,0,5,5,0,100,Elementary
18378,BREAKFAST,1065,0,5,5,0,0,High
23011,BREAKFAST,1233,0,5,5,0,100,High
16016,LUNCH,1279,0,5,5,0,100,Mixed
16015,BREAKFAST,1323,0,5,5,0,100,Mixed
17579,BREAKFAST,1449,0,5,5,0,0,Mixed
14273,LUNCH,2336,0,5,5,0,100,Elementary
14274,BREAKFAST,2358,0,5,5,0,100,Elementary
21936,LUNCH,169,100,6,3,100,100,High
15589,BREAKFAST,304,0,6,6,100,100,High
15590,LUNCH,318,0,6,6,100,100,Mixed
18381,LUNCH,328,0,6,6,0,0,Elementary
17585,LUNCH,613,0,6,6,0,0,Elementary
16020,LUNCH,616,0,6,6,0,100,Elementary
16022,BREAKFAST,629,0,6,6,0,100,High
16694,BREAKFAST,679,0,6,6,0,100,Middle
18380,BREAKFAST,686,0,6,6,0,0,Elementary
16152,LUNCH,692,0,6,6,0,0,Middle
17392,LUNCH,757,0,6,6,0,0,Middle
15665,BREAKFAST,809,0,6,6,0,100,Elementary
17393,BREAKFAST,838,0,6,6,0,0,Mixed
17331,BREAKFAST,843,0,6,6,0,100,Mixed
17218,LUNCH,918,0,6,6,0,0,Elementary
17217,BREAKFAST,1076,0,6,6,0,0,High
15661,LUNCH,1182,0,6,6,0,100,High
16153,BREAKFAST,1213,0,6,6,0,0,Mixed
16695,LUNCH,1246,0,6,6,0,100,Mixed
15210,LUNCH,1305,0,6,6,0,100,High
17584,BREAKFAST,1331,0,6,6,0,0,High
15399,LUNCH,1357,0,6,6,0,0,High
15924,BREAKFAST,1357,0,6,6,0,0,Elementary
16745,LUNCH,1400,0,6,6,0,100,High
15208,BREAKFAST,1495,0,6,6,0,100,Mixed
16746,BREAKFAST,1499,0,6,6,0,100,Mixed
15813,LUNCH,1566,0,6,6,0,0,Mixed
15814,BREAKFAST,1651,0,6,6,0,0,Mixed
14739,LUNCH,2123,0,6,6,0,0,Elementary
14736,BREAKFAST,2139,0,6,6,0,0,High
15806,LUNCH,2150,0,6,6,0,100,Mixed
15805,BREAKFAST,2167,0,6,6,0,100,Elementary
21886,LUNCH,548,0,7,7,100,100,Elementary
21885,BREAKFAST,549,0,7,7,100,100,Elementary
14520,BREAKFAST,586,0,7,7,0,100,Elementary
14521,LUNCH,610,0,7,7,0,100,High
16023,LUNCH,616,0,7,7,0,100,Middle
16021,BREAKFAST,629,0,7,7,0,100,Middle
16649,LUNCH,637,0,7,7,100,100,Mixed
16650,BREAKFAST,673,0,7,7,100,100,Elementary
3155,BREAKFAST,733,0,7,7,0,100,Elementary
3156,LUNCH,782,0,7,7,0,100,Elementary
15664,BREAKFAST,809,0,7,7,0,100,Elementary
16660,LUNCH,855,0,7,7,0,100,Mixed
16659,BREAKFAST,859,0,7,7,0,100,Elementary
14265,LUNCH,899,0,7,7,0,100,Mixed
14243,LUNCH,928,0,7,7,0,100,Elementary
14240,BREAKFAST,932,0,7,7,0,100,Mixed
15666,LUNCH,1182,0,7,7,0,100,High
14343,BREAKFAST,1262,0,7,7,0,100,Mixed
14264,BREAKFAST,1274,0,7,7,0,100,High
14344,LUNCH,1342,0,7,7,0,100,Mixed
15926,BREAKFAST,1357,0,7,7,0,0,High
15927,LUNCH,1357,0,7,7,0,0,Elementary
9395,BREAKFAST,220,0,8,8,100,100,High
21245,BREAKFAST,224,0,8,6,100,100,High
17908,BREAKFAST,276,0,8,8,100,100,Elementary
17909,LUNCH,325,0,8,8,100,100,Elementary
21246,LUNCH,327,0,8,6,100,100,Middle
12514,BREAKFAST,665,0,8,8,100,100,Mixed
15662,BREAKFAST,809,0,8,8,0,100,Mixed
14245,LUNCH,928,0,8,8,0,100,Elementary
14244,BREAKFAST,932,0,8,8,0,100,Elementary
16459,LUNCH,1012,0,8,8,0,100,Elementary
16460,BREAKFAST,1022,0,8,8,0,100,High
14498,BREAKFAST,1067,0,8,8,0,100,Elementary
15663,LUNCH,1182,0,8,8,0,100,Elementary
12513,LUNCH,1199,0,8,8,100,100,Elementary
14497,LUNCH,1263,0,8,8,0,100,Mixed
15700,LUNCH,1344,0,8,8,0,100,High
15699,BREAKFAST,1361,0,8,8,0,100,Elementary
15195,LUNCH,1626,0,8,8,0,100,High
15392,LUNCH,1883,0,8,8,0,0,Mixed
15391,BREAKFAST,2164,0,8,8,0,0,Elementary
15678,LUNCH,2252,0,8,8,0,100,High
15676,BREAKFAST,2564,0,8,8,0,100,Mixed
9001,BREAKFAST,156,0,9,6,100,100,Mixed
9000,LUNCH,181,0,9,6,100,100,Elementary
9397,BREAKFAST,220,0,9,9,100,100,Mixed
21940,BREAKFAST,324,0,9,5,100,100,Mixed
23539,BREAKFAST,351,0,9,3,100,100,High
21939,LUNCH,372,0,9,5,100,100,Elementary
9398,LUNCH,387,0,9,9,100,100,Elementary
17508,LUNCH,613,0,9,4,0,100,Elementary
15681,BREAKFAST,664,0,9,9,0,100,Mixed
15682,LUNCH,672,0,9,9,0,100,Elementary
22448,LUNCH,1178,0,9,9,0,100,Mixed
16250,LUNCH,1201,0,9,5,100,100,Elementary
15925,BREAKFAST,1357,0,9,9,0,0,Elementary
15209,BREAKFAST,1495,0,9,9,0,100,High
16052,LUNCH,1926,0,9,9,0,0,High
16225,BREAKFAST,1946,0,9,9,0,0,Middle
14737,BREAKFAST,2139,0,9,9,0,0,High
15207,LUNCH,2805,0,9,9,0,100,High
21243,LUNCH,185,0,10,8,100,100,Mixed
25339,LUNCH,533,0,10,10,0,0,Elementary
24666,BREAKFAST,607,0,10,10,0,0,Elementary
24667,LUNCH,637,0,10,10,0,0,High
15189,LUNCH,689,0,10,10,0,0,Elementary
17315,BREAKFAST,705,0,10,3,100,100,Elementary
22314,BREAKFAST,716,0,10,3,100,100,Elementary
25338,BREAKFAST,717,0,10,10,0,0,High
22313,LUNCH,730,0,10,3,100,100,Elementary
15188,BREAKFAST,804,0,10,10,0,0,Elementary
14241,BREAKFAST,932,0,10,10,0,100,Elementary
17145,BREAKFAST,957,0,10,10,100,100,Elementary
17146,LUNCH,1002,0,10,10,100,100,Middle
25531,BREAKFAST,1055,0,10,10,100,100,Elementary
15110,LUNCH,1235,0,10,10,0,100,High
15690,LUNCH,1277,0,10,10,0,0,Middle
15689,BREAKFAST,1287,0,10,10,0,0,Mixed
20440,BREAKFAST,1324,100,10,10,100,100,Mixed
25532,LUNCH,1410,0,10,10,100,100,Middle
14505,BREAKFAST,1552,0,10,10,0,100,Elementary
15816,LUNCH,1566,0,10,10,0,0,Elementary
14506,LUNCH,1670,0,10,10,0,100,High
21456,BREAKFAST,1919,0,10,10,0,100,Mixed
21319,LUNCH,1937,100,10,10,100,100,High
14731,LUNCH,2091,0,10,10,0,0,Elementary
14732,BREAKFAST,2096,0,10,10,0,0,Mixed
14740,BREAKFAST,2139,0,10,10,0,0,High
14955,BREAKFAST,2275,0,10,10,0,100,Mixed
17999,LUNCH,2321,0,10,10,0,100,High
15668,LUNCH,2374,0,10,10,0,100,High
15667,BREAKFAST,2417,0,10,10,0,100,Mixed
15107,LUNCH,2642,0,10,10,0,0,High
20908,BREAKFAST,191,0,11,8,100,100,Mixed
20909,LUNCH,208,0,11,8,100,100,Mixed
18047,LUNCH,302,0,11,5,100,100,Elementary
16005,BREAKFAST,431,0,11,5,0,100,Elementary
16674,BREAKFAST,512,0,11,0,0,100,Elementary
23899,BREAKFAST,666,0,11,6,100,100,Elementary
21716,LUNCH,696,0,11,11,0,100,High
23900,LUNCH,725,0,11,6,100,100,High
16004,LUNCH,795,0,11,5,0,100,Middle
24359,BREAKFAST,1003,0,11,11,100,100,Elementary
13989,LUNCH,1132,0,11,4,100,100,High
25611,LUNCH,1226,0,11,11,0,100,Elementary
25610,BREAKFAST,1370,0,11,11,0,100,Elementary
15096,BREAKFAST,1395,0,11,11,0,100,Mixed
15097,LUNCH,1414,0,11,11,0,100,High
17576,BREAKFAST,1449,0,11,11,0,0,Elementary
16696,BREAKFAST,1534,0,11,11,0,100,Elementary
24360,LUNCH,1596,0,11,11,100,100,Middle
16675,LUNCH,1921,0,11,0,0,100,Mixed
21717,BREAKFAST,2185,0,11,11,0,100,Mixed
16697,LUNCH,2259,0,11,11,0,100,Mixed
16864,LUNCH,2263,0,11,11,0,0,High
15692,BREAKFAST,2380,0,11,11,0,0,High
14499,LUNCH,2645,0,11,11,0,100,Elementary
15398,LUNCH,2897,0,11,11,0,0,High
15397,BREAKFAST,2916,0,11,11,0,0,Mixed
16958,LUNCH,3395,0,11,11,0,100,High
16475,BREAKFAST,3400,0,11,11,0,0,High
16477,LUNCH,3403,0,11,11,0,0,Mixed
15347,LUNCH,3569,0,11,11,0,100,Mixed
15346,BREAKFAST,3827,0,11,11,0,100,Middle
24536,BREAKFAST,4166,0,11,11,0,0,Elementary
17191,BREAKFAST,486,0,12,9,0,100,Mixed
25132,BREAKFAST,748,0,12,12,100,100,Elementary
17192,LUNCH,761,0,12,9,0,100,Mixed
14113,BREAKFAST,790,0,12,7,100,100,Middle
25131,LUNCH,1009,0,12,12,100,100,Elementary
25512,BREAKFAST,1070,0,12,12,0,100,Elementary
25513,LUNCH,1186,0,12,12,0,100,Elementary
24907,BREAKFAST,1241,0,12,12,100,100,Elementary
25766,BREAKFAST,1316,0,12,12,0,100,Elementary
15823,BREAKFAST,1361,0,12,12,0,100,Mixed
15109,LUNCH,1436,0,12,12,0,0,Elementary
15198,BREAKFAST,1478,0,12,12,0,100,Elementary
25765,LUNCH,1581,0,12,12,0,100,Mixed
14115,LUNCH,1700,0,12,7,100,100,Elementary
24908,LUNCH,1729,0,12,12,100,100,Elementary
25511,BREAKFAST,1814,0,12,12,0,100,Mixed
15824,LUNCH,1992,0,12,12,0,100,Mixed
25373,BREAKFAST,2053,0,12,12,0,100,High
25374,LUNCH,2108,0,12,12,0,100,Elementary
14341,LUNCH,2172,0,12,12,0,100,Middle
14342,BREAKFAST,2198,0,12,12,0,100,Mixed
15349,LUNCH,2621,0,12,12,0,100,High
15199,LUNCH,2623,0,12,12,0,100,Mixed
14734,LUNCH,2664,0,12,12,0,0,High
14733,BREAKFAST,2691,0,12,12,0,0,Mixed
23542,BREAKFAST,2771,0,12,12,0,100,Mixed
16228,BREAKFAST,2788,0,12,12,0,0,Mixed
16229,LUNCH,2790,0,12,12,0,0,High
23543,LUNCH,2836,0,12,12,0,100,High
16954,BREAKFAST,2922,0,12,12,0,100,Mixed
16953,LUNCH,2938,0,12,12,0,100,Mixed
24540,LUNCH,2987,0,12,12,0,0,Middle
17877,LUNCH,3012,0,12,12,0,100,Mixed
16467,BREAKFAST,3034,0,12,12,0,100,Middle
17878,BREAKFAST,3084,0,12,12,0,100,Mixed
16470,LUNCH,3093,0,12,12,0,100,Mixed
17882,LUNCH,3107,0,12,12,0,100,High
15817,LUNCH,3271,0,12,12,0,100,Mixed
24539,BREAKFAST,3352,0,12,12,0,0,Mixed
17881,BREAKFAST,3361,0,12,12,0,100,Mixed
15124,LUNCH,3407,0,12,12,0,100,High
15123,BREAKFAST,3449,0,12,12,0,100,Elementary
15348,BREAKFAST,3569,0,12,12,0,100,Mixed
15190,BREAKFAST,3662,0,12,12,0,100,Mixed
15818,BREAKFAST,3719,0,12,12,0,100,Mixed
11938,BREAKFAST,223,100,13,9,100,100,High
24748,BREAKFAST,391,0,13,2,100,100,High
22358,BREAKFAST,474,0,13,0,100,100,Mixed
17194,BREAKFAST,575,0,13,11,0,100,Middle
25382,LUNCH,770,0,13,13,0,100,Elementary
17196,LUNCH,803,0,13,11,0,100,Elementary
22826,LUNCH,1158,0,13,13,0,100,High
22825,BREAKFAST,1160,0,13,13,0,100,Elementary
16481,LUNCH,1311,0,13,13,0,100,Elementary
25002,LUNCH,1710,0,13,13,0,100,Elementary
25001,BREAKFAST,1729,0,13,13,0,100,Mixed
24999,BREAKFAST,1954,0,13,13,0,100,Mixed
25520,BREAKFAST,1961,0,13,13,0,100,Elementary
14252,BREAKFAST,1972,0,13,13,0,100,Elementary
14253,LUNCH,1992,0,13,13,0,100,Elementary
25521,LUNCH,2014,0,13,13,0,100,Elementary
25760,BREAKFAST,2020,0,13,13,0,100,Elementary
25378,LUNCH,2147,0,13,13,0,100,Mixed
23541,BREAKFAST,2349,0,13,13,0,100,Mixed
25000,LUNCH,2358,0,13,13,0,100,Mixed
25762,BREAKFAST,2365,0,13,13,0,100,Elementary
23540,LUNCH,2383,0,13,13,0,100,Mixed
17564,BREAKFAST,2396,0,13,13,0,100,Mixed
25608,LUNCH,2417,0,13,13,0,100,High
25763,LUNCH,2430,0,13,13,0,100,High
16458,LUNCH,2450,0,13,13,0,100,Mixed
25609,BREAKFAST,2455,0,13,13,0,100,Mixed
16457,BREAKFAST,2474,0,13,13,0,100,High
16480,BREAKFAST,2559,0,13,13,0,100,High
16628,LUNCH,2736,0,13,13,0,100,Mixed
16627,BREAKFAST,2747,0,13,13,0,100,High
16693,LUNCH,2749,0,13,13,0,100,High
16692,BREAKFAST,2878,0,13,13,0,100,High
17565,LUNCH,2968,0,13,13,0,100,Mixed
15578,LUNCH,3003,0,13,13,0,100,Mixed
16948,LUNCH,3093,0,13,13,0,100,High
16947,BREAKFAST,3124,0,13,13,0,100,Mixed
23441,LUNCH,3202,0,13,13,0,100,Mixed
23440,BREAKFAST,3256,0,13,13,0,100,Mixed
15579,BREAKFAST,3456,0,13,13,0,100,High
14357,BREAKFAST,3790,0,13,13,0,100,Mixed
21735,LUNCH,424,100,14,14,100,100,Mixed
21734,LUNCH,424,100,14,10,100,100,High
17193,BREAKFAST,575,0,14,12,0,100,High
24747,LUNCH,610,0,14,2,100,100,Elementary
17195,LUNCH,803,0,14,12,0,100,Mixed
16456,BREAKFAST,814,0,14,14,0,100,Elementary
16453,LUNCH,1133,0,14,14,0,100,Mixed
25661,BREAKFAST,1284,100,14,14,100,100,Elementary
25662,LUNCH,1417,100,14,14,100,100,Mixed
25758,BREAKFAST,1532,0,14,14,0,100,Elementary
14722,BREAKFAST,1616,0,14,14,0,0,Elementary
14723,LUNCH,1756,0,14,14,0,0,Elementary
15572,BREAKFAST,1772,0,14,14,0,100,Mixed
14958,BREAKFAST,1895,0,14,14,0,100,Elementary
15573,LUNCH,1967,0,14,14,0,100,High
25759,LUNCH,2009,0,14,14,0,100,Mixed
5655,BREAKFAST,2067,0,14,14,0,0,Middle
15193,LUNCH,2079,0,14,14,0,100,Elementary
5653,LUNCH,2116,0,14,14,0,0,Elementary
14957,LUNCH,2125,0,14,14,0,100,Mixed
3663,BREAKFAST,2185,0,14,14,0,100,Elementary
3662,LUNCH,2200,0,14,14,0,100,Mixed
16452,BREAKFAST,2238,0,14,14,0,100,Elementary
16451,LUNCH,2307,0,14,14,0,100,Mixed
25515,LUNCH,2494,0,14,14,0,100,Mixed
15192,BREAKFAST,2541,0,14,14,0,100,Mixed
25383,BREAKFAST,2595,0,14,14,0,100,High
25384,LUNCH,2728,0,14,14,0,100,High
15196,BREAKFAST,2908,0,14,14,0,100,Mixed
15197,LUNCH,2931,0,14,14,0,100,High
17870,LUNCH,2979,0,14,14,0,100,Mixed
25516,BREAKFAST,3097,0,14,14,0,100,High
5577,BREAKFAST,3144,0,14,14,0,0,Elementary
5578,LUNCH,3197,0,14,14,0,0,High
17869,BREAKFAST,3203,0,14,14,0,100,Middle
5574,LUNCH,3442,0,14,14,0,0,Mixed
5571,BREAKFAST,3575,0,14,14,0,0,Mixed
20800,LUNCH,3624,0,14,14,0,100,Mixed
22396,BREAKFAST,4857,0,14,14,0,100,Middle
15606,LUNCH,158,0,15,10,100,100,Elementary
18364,BREAKFAST,428,0,15,7,100,100,High
15582,LUNCH,449,0,15,15,0,100,Middle
12974,BREAKFAST,855,0,15,15,100,100,High
25603,BREAKFAST,1236,0,15,15,0,100,Elementary
25604,LUNCH,1261,0,15,15,0,100,High
14496,BREAKFAST,1698,0,15,15,0,100,Elementary
17879,LUNCH,1833,0,15,15,0,100,Elementary
14495,LUNCH,1943,0,15,15,0,100,Mixed
14502,LUNCH,2109,0,15,15,0,100,Elementary
15357,BREAKFAST,2346,0,15,15,0,100,Elementary
23302,BREAKFAST,2456,0,15,15,0,100,Mixed
23303,LUNCH,2535,0,15,15,0,100,Mixed
15358,LUNCH,2560,0,15,15,0,100,Mixed
15200,BREAKFAST,2617,0,15,15,0,100,Mixed
16690,BREAKFAST,2666,0,15,15,0,100,High
14959,BREAKFAST,2672,0,15,15,0,100,Middle
15574,BREAKFAST,2759,0,15,15,0,100,Mixed
15201,LUNCH,2839,0,15,15,0,100,Mixed
18360,LUNCH,2843,0,15,7,100,100,Middle
24541,LUNCH,2987,0,15,15,0,0,Mixed
15820,LUNCH,3004,0,15,15,0,100,Elementary
17502,BREAKFAST,3011,0,15,15,0,100,High
25514,BREAKFAST,3097,0,15,15,0,100,High
15999,LUNCH,3147,0,15,15,0,100,Mixed
15996,BREAKFAST,3147,0,15,15,0,100,High
15202,BREAKFAST,3149,0,15,15,0,100,High
16680,BREAKFAST,3155,0,15,15,0,100,Mixed
16681,LUNCH,3159,0,15,15,0,100,High
15203,LUNCH,3236,0,15,15,0,100,Mixed
17503,LUNCH,3299,0,15,15,0,100,High
16691,LUNCH,3321,0,15,15,0,100,Mixed
24538,BREAKFAST,3352,0,15,15,0,0,Mixed
15997,LUNCH,3448,0,15,15,0,100,Elementary
15115,BREAKFAST,3456,0,15,15,0,100,High
16000,BREAKFAST,3487,0,15,15,0,100,High
15998,BREAKFAST,3490,0,15,15,0,100,High
16001,LUNCH,3498,0,15,15,0,100,High
17873,BREAKFAST,3675,0,15,15,0,100,High
17874,LUNCH,3811,0,15,15,0,100,Mixed
20350,LUNCH,500,0,16,10,100,100,Elementary
25387,LUNCH,504,0,16,16,0,100,Middle
16318,BREAKFAST,579,0,16,11,100,100,High
24664,LUNCH,625,0,16,7,100,100,Elementary
24663,BREAKFAST,828,0,16,7,100,100,Elementary
25090,LUNCH,1315,0,16,16,0,0,Elementary
15494,LUNCH,1571,0,16,10,100,100,Elementary
16618,BREAKFAST,1576,0,16,16,0,100,Elementary
15351,LUNCH,1692,0,16,16,0,100,Elementary
16321,LUNCH,1797,0,16,11,100,100,Mixed
15821,BREAKFAST,1810,0,16,16,0,100,Mixed
15822,LUNCH,1854,0,16,16,0,100,Elementary
15344,LUNCH,2132,0,16,16,0,100,Elementary
12976,LUNCH,2134,100,16,14,100,100,Mixed
16955,BREAKFAST,2179,0,16,16,0,100,Elementary
15350,BREAKFAST,2198,0,16,16,0,100,Mixed
14493,BREAKFAST,2232,0,16,16,0,100,Elementary
15581,BREAKFAST,2293,0,16,16,0,100,Elementary
16617,LUNCH,2294,0,16,16,0,100,Elementary
16956,LUNCH,2316,0,16,16,0,100,Middle
17876,LUNCH,2361,0,16,16,0,100,Mixed
14494,LUNCH,2383,0,16,16,0,100,Mixed
14361,BREAKFAST,2384,0,16,16,0,100,Mixed
17875,BREAKFAST,2410,0,16,16,0,100,Elementary
17883,BREAKFAST,2413,0,16,16,0,100,High
17158,BREAKFAST,2421,0,16,16,0,0,High
15580,LUNCH,2434,0,16,16,0,100,Mixed
24832,BREAKFAST,2439,0,16,16,100,100,Mixed
25089,BREAKFAST,2495,0,16,16,0,0,Mixed
17884,LUNCH,2645,0,16,16,0,100,Elementary
17157,LUNCH,2729,0,16,16,0,0,Mixed
16003,BREAKFAST,2893,0,16,16,0,100,Mixed
15825,BREAKFAST,2925,0,16,16,0,100,High
14492,LUNCH,2926,0,16,16,0,100,Mixed
15355,BREAKFAST,2972,0,16,16,0,100,Mixed
16621,LUNCH,2977,0,16,16,0,100,High
16622,BREAKFAST,2980,0,16,16,0,100,High
18344,BREAKFAST,2983,0,16,16,0,100,High
14238,BREAKFAST,3018,0,16,16,0,100,Mixed
7226,BREAKFAST,3028,0,16,16,0,0,High
18346,LUNCH,3032,0,16,16,0,100,High
18349,LUNCH,3054,0,16,16,0,100,Mixed
16625,BREAKFAST,3099,0,16,16,0,100,High
14360,LUNCH,3110,0,16,16,0,100,High
14239,LUNCH,3241,0,16,16,0,100,Mixed
17189,BREAKFAST,3259,0,16,16,0,100,Mixed
17132,LUNCH,3275,0,16,16,0,100,Mixed
16631,BREAKFAST,3335,0,16,16,0,100,Elementary
18347,BREAKFAST,3338,0,16,16,0,100,Mixed
17156,LUNCH,3370,0,16,16,0,0,Mixed
16632,LUNCH,3372,0,16,16,0,100,Mixed
5572,LUNCH,3442,0,16,16,0,0,Mixed
16002,LUNCH,3456,0,16,16,0,100,High
22316,LUNCH,3484,0,16,16,0,100,Mixed
22315,BREAKFAST,3518,0,16,16,0,100,Mixed
7227,LUNCH,3523,0,16,16,0,0,High
23074,LUNCH,3549,0,16,16,0,100,Elementary
15354,LUNCH,3555,0,16,16,0,100,High
17505,LUNCH,3558,0,16,16,0,100,High
5573,BREAKFAST,3575,0,16,16,0,0,High
17504,BREAKFAST,3579,0,16,16,0,100,Mixed
16626,LUNCH,3657,0,16,16,0,100,Mixed
17507,LUNCH,3658,0,16,16,0,100,High
14359,BREAKFAST,3693,0,16,16,0,100,High
15137,LUNCH,3723,0,16,16,0,100,High
17190,LUNCH,3728,0,16,16,0,100,Mixed
15801,BREAKFAST,3741,0,16,16,0,100,High
14332,LUNCH,3820,0,16,16,0,100,High
16679,BREAKFAST,3913,0,16,16,0,100,High
14331,BREAKFAST,3992,0,16,16,0,100,Mixed
23073,BREAKFAST,4009,0,16,16,0,100,High
14335,BREAKFAST,4370,0,16,16,0,100,Mixed
14336,LUNCH,4396,0,16,16,0,100,Mixed
10861,LUNCH,197,0,17,8,100,100,High
21248,BREAKFAST,266,0,17,13,100,100,High
22311,BREAKFAST,473,0,17,5,100,100,Mixed
21247,LUNCH,580,0,17,13,100,100,High
25333,LUNCH,631,100,17,9,100,100,High
25334,BREAKFAST,737,100,17,8,100,100,High
25332,BREAKFAST,737,100,17,9,100,100,High
8692,BREAKFAST,946,100,17,11,100,100,Elementary
24361,BREAKFAST,968,0,17,17,100,100,Elementary
8985,BREAKFAST,1029,100,17,11,100,100,High
12373,LUNCH,1155,100,17,17,100,100,Middle
13120,BREAKFAST,1275,100,17,13,100,100,Elementary
24938,BREAKFAST,1291,0,17,8,100,100,Elementary
12372,BREAKFAST,1357,100,17,17,100,100,Mixed
13119,LUNCH,1709,100,17,17,100,100,Elementary
13121,LUNCH,1709,100,17,13,100,100,Elementary
8691,LUNCH,1824,100,17,11,100,100,Mixed
22861,BREAKFAST,1847,0,17,11,100,100,Elementary
21317,LUNCH,1937,100,17,17,100,100,Elementary
12170,BREAKFAST,1979,100,17,13,100,100,Elementary
12169,BREAKFAST,1979,100,17,10,100,100,Elementary
5656,BREAKFAST,2067,0,17,17,0,0,Mixed
3665,BREAKFAST,2106,0,17,12,100,100,Mixed
5654,LUNCH,2116,0,17,17,0,0,Elementary
22862,LUNCH,2241,0,17,11,100,100,Elementary
25307,BREAKFAST,2247,0,17,17,0,100,Middle
25519,LUNCH,2494,0,17,17,0,100,Elementary
12171,LUNCH,2500,100,17,13,100,100,Mixed
14255,LUNCH,2500,0,17,17,0,0,Elementary
12168,LUNCH,2500,100,17,10,100,100,Elementary
14254,BREAKFAST,2508,0,17,17,0,0,Middle
3664,LUNCH,2543,0,17,12,100,100,Elementary
16629,BREAKFAST,2601,0,17,17,0,100,Mixed
25769,BREAKFAST,2620,0,17,17,0,100,Mixed
25768,LUNCH,2681,0,17,17,0,100,Elementary
16630,LUNCH,3021,0,17,17,0,100,Mixed
25517,BREAKFAST,3097,0,17,17,0,100,Elementary
17148,BREAKFAST,3127,0,17,17,0,100,High
15117,BREAKFAST,3456,0,17,15,0,100,Mixed
17147,LUNCH,3944,0,17,17,0,100,High
15116,LUNCH,4161,0,17,15,0,100,Mixed
16013,BREAKFAST,4415,0,17,17,0,100,Mixed
3131,BREAKFAST,5049,0,17,17,0,100,High
16145,BREAKFAST,590,0,18,8,100,100,Elementary
20349,LUNCH,652,0,18,13,100,100,Elementary
15781,BREAKFAST,813,0,18,13,100,100,Middle
16479,LUNCH,888,0,18,18,0,100,Middle
12550,BREAKFAST,980,100,18,11,100,100,Mixed
14263,LUNCH,1550,0,18,18,0,0,Elementary
12549,LUNCH,1619,100,18,11,100,100,Elementary
17314,BREAKFAST,1881,0,18,18,100,100,Middle
14972,BREAKFAST,1983,0,18,15,100,100,Mixed
15783,LUNCH,2005,0,18,13,100,100,Elementary
14973,LUNCH,2041,0,18,15,100,100,Elementary
24192,LUNCH,2177,0,18,18,100,100,Mixed
24193,BREAKFAST,2177,0,18,18,100,100,Elementary
7228,BREAKFAST,2207,0,18,16,100,0,Elementary
14262,BREAKFAST,2213,0,18,18,0,0,Elementary
15679,LUNCH,2252,0,18,18,0,100,Mixed
15677,BREAKFAST,2564,0,18,18,0,100,Mixed
25386,LUNCH,2989,0,18,18,0,100,Mixed
25385,BREAKFAST,3006,0,18,18,0,100,Elementary
16656,LUNCH,3078,0,18,16,0,100,Mixed
