Case#,Meal,TotalMeals,UniversalMeals,TotalEnrolled,FR,TraditionalSchool,PublicSchool,SchoolType
12534,BREAKFAST,10690,100,146,128,100,100,Elementary
9940,LUNCH,11152,0,146,47,100,100,Middle
5088,BREAKFAST,11735,0,146,109,100,100,Mixed
24753,BREAKFAST,13714,100,146,146,100,100,High
6373,BREAKFAST,14366,0,146,73,100,100,High
11897,LUNCH,15984,0,146,87,100,100,Elementary
5087,LUNCH,16361,0,146,109,100,100,Middle
12533,LUNCH,16987,100,146,128,100,100,Elementary
6372,LUNCH,25400,0,146,73,100,100,Mixed
1718,BREAKFAST,1325,0,147,63,100,100,High
1581,BREAKFAST,1649,0,147,72,100,100,Middle
12052,BREAKFAST,3098,0,147,78,100,100,Elementary
1719,LUNCH,4269,0,147,63,100,100,Elementary
1582,LUNCH,4872,0,147,72,100,100,Elementary
8434,LUNCH,14448,0,147,106,100,100,Elementary
22744,BREAKFAST,181,0,148,32,100,100,Mixed
22745,LUNCH,510,0,148,32,100,100,Elementary
23198,BREAKFAST,1427,0,148,37,100,100,Elementary
19191,BREAKFAST,2103,0,148,60,100,100,High
20470,BREAKFAST,2244,0,148,64,100,100,High
11097,BREAKFAST,3168,0,148,64,100,100,High
20354,BREAKFAST,3580,100,148,135,100,100,Mixed
20355,BREAKFAST,3580,100,148,135,100,100,Mixed
11096,LUNCH,4214,0,148,64,100,100,Elementary
6674,BREAKFAST,4664,0,148,58,100,100,Elementary
15599,BREAKFAST,5092,100,148,147,100,100,High
23197,LUNCH,6705,0,148,37,100,100,High
20357,LUNCH,6887,100,148,135,100,100,High
20356,LUNCH,6887,100,148,135,100,100,Mixed
16450,LUNCH,12332,0,148,27,100,0,Elementary
6675,LUNCH,13708,0,148,58,100,100,Elementary
19190,LUNCH,17079,0,148,60,100,100,Mixed
2677,BREAKFAST,234,0,149,62,100,100,High
2676,LUNCH,2860,0,149,62,100,100,Middle
7930,BREAKFAST,3665,0,149,32,100,100,Middle
17405,BREAKFAST,4521,100,149,133,100,100,Middle
17406,LUNCH,5478,100,149,133,100,100,Elementary
15307,BREAKFAST,6267,100,149,149,100,100,Mixed
15306,BREAKFAST,6267,100,149,149,100,100,High
17308,BREAKFAST,7141,0,149,149,100,100,Elementary
4973,LUNCH,8952,0,149,62,100,100,Elementary
7931,LUNCH,11393,0,149,32,100,100,Elementary
13109,BREAKFAST,12447,0,149,119,100,100,Mixed
15304,LUNCH,13250,100,149,149,100,100,High
15305,LUNCH,13250,100,149,149,100,100,Middle
10874,LUNCH,13576,0,149,149,100,100,Elementary
17311,LUNCH,16524,0,149,149,100,100,Mixed
17052,BREAKFAST,16853,0,149,123,100,100,Mixed
13110,LUNCH,19958,0,149,119,100,100,Elementary
11707,LUNCH,21084,0,149,134,100,100,Elementary
17053,LUNCH,22118,0,149,123,100,100,Elementary
25544,LUNCH,1741,0,150,6,100,100,High
11271,BREAKFAST,3946,0,150,71,100,100,Elementary
11269,LUNCH,11217,0,150,71,100,100,Elementary
15418,BREAKFAST,13975,100,150,146,100,100,Elementary
23000,BREAKFAST,504,0,151,11,100,100,High
7924,BREAKFAST,3864,0,151,39,100,100,Middle
22189,LUNCH,4816,0,151,26,100,100,Middle
3348,BREAKFAST,9702,0,151,125,100,100,Elementary
25649,BREAKFAST,9740,0,151,55,100,100,Elementary
11270,LUNCH,11217,0,151,72,100,100,Elementary
7925,LUNCH,11589,0,151,39,100,100,Mixed
10413,LUNCH,13053,0,151,151,100,100,Mixed
3349,LUNCH,16756,0,151,125,100,100,Elementary
21223,LUNCH,28375,0,151,151,0,100,Elementary
20897,LUNCH,757,0,152,31,100,100,Middle
18244,BREAKFAST,2164,0,152,81,100,100,Middle
6559,BREAKFAST,2932,0,152,60,100,100,Middle
5551,BREAKFAST,3442,0,152,69,100,100,Elementary
255,BREAKFAST,3630,0,152,77,100,100,Mixed
20318,BREAKFAST,3995,0,152,46,100,100,High
6560,LUNCH,4047,0,152,60,100,100,High
7727,BREAKFAST,4863,0,152,71,100,100,High
8264,BREAKFAST,5207,0,152,77,100,100,Mixed
14642,BREAKFAST,6026,0,152,143,100,100,Mixed
8127,BREAKFAST,6394,0,152,83,100,100,High
20319,LUNCH,6416,0,152,46,100,100,Elementary
7960,BREAKFAST,6472,0,152,95,100,100,Elementary
7961,BREAKFAST,6472,0,152,95,100,100,Mixed
254,LUNCH,7049,0,152,77,100,100,High
5552,LUNCH,8277,0,152,69,100,100,Middle
7726,LUNCH,10663,0,152,71,100,100,Mixed
8269,LUNCH,10803,0,152,77,100,100,Mixed
14643,LUNCH,11224,0,152,143,100,100,High
8128,LUNCH,11671,0,152,83,100,100,Mixed
18245,LUNCH,11958,0,152,81,100,100,Middle
15807,LUNCH,13094,0,152,85,100,0,Middle
7963,LUNCH,17534,0,152,95,100,100,Mixed
14270,BREAKFAST,21969,0,152,152,0,100,Middle
14269,LUNCH,26916,0,152,152,0,100,High
19955,BREAKFAST,518,100,153,117,100,100,High
19951,BREAKFAST,518,100,153,153,100,100,High
19953,BREAKFAST,518,100,153,117,100,100,High
19954,BREAKFAST,518,100,153,117,100,100,High
19952,BREAKFAST,518,100,153,153,100,100,High
25346,BREAKFAST,3460,0,153,89,100,100,Elementary
25347,LUNCH,3941,0,153,89,100,100,Middle
15696,LUNCH,6977,0,153,26,100,0,Elementary
3313,BREAKFAST,9817,0,153,127,100,100,High
8661,LUNCH,11084,0,153,55,100,100,Elementary
22108,BREAKFAST,11788,0,153,66,100,100,High
25557,BREAKFAST,12447,100,153,127,100,100,Middle
14345,LUNCH,13515,0,153,92,100,0,Middle
12323,BREAKFAST,15980,0,153,87,100,100,Middle
3312,LUNCH,18015,0,153,127,100,100,Mixed
12324,LUNCH,23922,0,153,87,100,100,Elementary
6369,BREAKFAST,28670,0,153,93,100,100,Elementary
19919,LUNCH,33800,0,153,153,0,100,Elementary
19918,BREAKFAST,34366,0,153,153,0,100,Mixed
25081,BREAKFAST,1123,0,154,30,100,100,Elementary
22995,BREAKFAST,1137,0,154,28,100,100,High
23686,LUNCH,1504,0,154,122,100,100,Middle
19859,BREAKFAST,2672,0,154,66,100,100,Mixed
2136,BREAKFAST,3068,0,154,80,100,100,Mixed
8131,BREAKFAST,3842,0,154,82,100,100,Elementary
18391,BREAKFAST,3887,0,154,154,100,100,Elementary
22996,LUNCH,3902,0,154,28,100,100,High
25080,LUNCH,6442,0,154,30,100,100,Mixed
8324,BREAKFAST,6693,0,154,50,100,100,Middle
19860,LUNCH,7657,0,154,66,100,100,Mixed
8132,LUNCH,7857,0,154,82,100,100,Middle
18390,LUNCH,9537,0,154,154,100,100,Middle
17152,BREAKFAST,11083,0,154,92,100,100,Elementary
2137,LUNCH,11821,0,154,80,100,100,Elementary
8323,LUNCH,11859,0,154,50,100,100,Middle
17151,LUNCH,14571,0,154,92,100,100,Elementary
21220,LUNCH,33409,0,154,154,0,100,Mixed
21221,BREAKFAST,34130,0,154,154,0,100,Mixed
24121,BREAKFAST,1354,0,155,38,100,100,High
14586,BREAKFAST,3180,0,155,98,100,100,Elementary
21329,BREAKFAST,3542,100,155,143,100,100,Mixed
21331,BREAKFAST,3542,100,155,155,100,100,High
21328,BREAKFAST,3542,100,155,143,100,100,Mixed
21330,BREAKFAST,3542,100,155,155,100,100,Mixed
13802,BREAKFAST,4008,0,155,125,100,100,High
24120,LUNCH,4159,0,155,38,100,100,Middle
20620,BREAKFAST,5280,0,155,75,100,100,Mixed
12529,BREAKFAST,5515,0,155,114,100,100,Elementary
14585,LUNCH,6404,0,155,98,100,100,Elementary
21326,LUNCH,6558,100,155,143,100,100,Mixed
21327,LUNCH,6558,100,155,143,100,100,Mixed
21333,LUNCH,6558,100,155,155,100,100,Elementary
13801,LUNCH,9487,0,155,125,100,100,High
5245,LUNCH,10393,0,155,41,100,100,Elementary
12530,LUNCH,13557,0,155,114,100,100,Elementary
3331,LUNCH,14962,0,155,87,100,100,Elementary
20619,LUNCH,18024,0,155,75,100,100,Elementary
3330,BREAKFAST,19580,0,155,87,100,100,Elementary
17520,BREAKFAST,2834,0,156,71,100,100,Elementary
11550,BREAKFAST,3105,0,156,65,100,100,Mixed
414,BREAKFAST,4671,0,156,89,100,100,Elementary
17519,LUNCH,7594,0,156,71,100,100,Elementary
16297,BREAKFAST,8086,100,156,116,100,100,Elementary
8932,BREAKFAST,10178,100,156,96,100,100,Middle
11551,LUNCH,11299,0,156,65,100,100,Mixed
25605,LUNCH,14258,0,156,63,100,100,Mixed
2909,LUNCH,14938,0,156,156,100,100,Elementary
8933,LUNCH,14967,100,156,96,100,100,Elementary
16296,LUNCH,19019,100,156,116,100,100,Mixed
16294,LUNCH,19019,100,156,139,100,100,High
415,LUNCH,21847,0,156,89,100,100,Mixed
10638,BREAKFAST,413,0,157,49,100,100,Mixed
16445,BREAKFAST,728,0,157,40,100,100,High
10951,BREAKFAST,2149,0,157,54,100,100,Elementary
2563,BREAKFAST,2310,0,157,110,100,100,High
3488,BREAKFAST,4918,100,157,121,100,100,Middle
3491,BREAKFAST,4918,100,157,157,100,100,Middle
3490,BREAKFAST,4918,100,157,157,100,100,Middle
10639,LUNCH,5309,0,157,49,100,100,Middle
12196,BREAKFAST,6075,0,157,149,100,100,Mixed
9024,BREAKFAST,7237,0,157,75,100,100,Middle
6703,BREAKFAST,7353,0,157,65,100,100,Elementary
25679,LUNCH,7699,100,157,157,100,100,Elementary
6702,LUNCH,9496,0,157,65,100,100,Elementary
10953,LUNCH,9587,0,157,54,100,100,Mixed
5172,LUNCH,9634,0,157,27,100,100,Elementary
12197,LUNCH,12085,0,157,149,100,100,Middle
25145,BREAKFAST,15311,100,157,123,100,100,Elementary
11084,BREAKFAST,15627,0,157,142,100,100,Mixed
12525,LUNCH,19585,0,157,108,100,100,Elementary
11083,LUNCH,21647,0,157,125,100,100,Mixed
9026,LUNCH,24298,0,157,75,100,100,Elementary
15121,BREAKFAST,24871,0,157,157,0,100,Elementary
15122,LUNCH,26599,0,157,157,0,100,Elementary
20907,LUNCH,518,100,158,157,100,100,Elementary
25808,BREAKFAST,1178,0,158,45,100,100,Middle
5312,BREAKFAST,1975,0,158,66,100,100,Elementary
1759,BREAKFAST,2877,0,158,80,100,100,Elementary
8532,BREAKFAST,3527,0,158,36,100,100,High
24732,LUNCH,8540,100,158,158,100,100,High
1760,LUNCH,10431,0,158,80,100,100,Elementary
8531,LUNCH,11659,0,158,36,100,100,Mixed
25807,LUNCH,13494,0,158,45,100,100,Elementary
4193,LUNCH,15275,0,158,158,100,100,Elementary
15120,BREAKFAST,24871,0,158,158,0,100,Elementary
15119,LUNCH,26599,0,158,158,0,100,High
1918,BREAKFAST,880,0,159,61,100,100,Mixed
24897,BREAKFAST,1727,0,159,90,100,100,Elementary
1937,BREAKFAST,2037,0,159,86,100,100,Mixed
1919,LUNCH,2814,0,159,61,100,100,High
24898,LUNCH,2826,0,159,90,100,100,Elementary
23217,BREAKFAST,3128,0,159,25,100,100,Elementary
8322,BREAKFAST,5159,0,159,73,100,100,Mixed
3685,BREAKFAST,7399,0,159,66,100,100,Mixed
23218,LUNCH,8367,0,159,25,100,100,Mixed
6764,LUNCH,9911,0,159,58,100,100,Mixed
8321,LUNCH,10098,0,159,73,100,100,High
25555,BREAKFAST,16084,100,159,125,100,100,Elementary
3687,LUNCH,16930,0,159,66,100,100,Elementary
25556,LUNCH,17902,100,159,125,100,100,Elementary
25469,BREAKFAST,1615,0,160,109,100,100,Mixed
11211,BREAKFAST,3485,0,160,120,100,100,High
13553,BREAKFAST,5973,0,160,48,100,100,Elementary
12979,BREAKFAST,8984,0,160,110,100,100,Elementary
13555,LUNCH,16803,0,160,48,100,100,Middle
12978,LUNCH,21978,0,160,110,100,100,Elementary
25396,BREAKFAST,368,100,161,161,100,100,High
25395,LUNCH,660,100,161,161,100,100,High
25397,BREAKFAST,1163,100,161,161,100,100,Elementary
2334,BREAKFAST,1171,0,161,74,100,100,Elementary
25398,LUNCH,1619,100,161,161,100,100,Elementary
3222,BREAKFAST,2762,0,161,102,100,100,Middle
2332,LUNCH,3505,0,161,74,100,100,Middle
16792,BREAKFAST,6756,100,161,160,100,100,Mixed
9125,BREAKFAST,6982,0,161,115,100,100,Middle
6364,BREAKFAST,7622,0,161,62,100,100,Mixed
3223,LUNCH,7980,0,161,102,100,100,Elementary
6905,BREAKFAST,11047,0,161,122,100,100,Elementary
16791,LUNCH,12316,100,161,160,100,100,Elementary
7933,LUNCH,14841,0,161,59,100,100,High
13434,LUNCH,17726,0,161,90,100,100,Mixed
9124,LUNCH,17764,0,161,115,100,100,Mixed
13435,BREAKFAST,22191,0,161,90,100,100,Mixed
12334,BREAKFAST,25010,0,161,110,100,100,Elementary
12336,LUNCH,30132,0,161,110,100,100,High
24743,LUNCH,699,100,162,162,100,100,Elementary
24744,BREAKFAST,725,100,162,162,100,100,Mixed
5852,BREAKFAST,1765,100,162,113,100,100,Mixed
5854,BREAKFAST,1765,100,162,113,100,100,High
5850,BREAKFAST,3040,0,162,87,100,100,Elementary
5848,BREAKFAST,3040,0,162,87,100,100,Mixed
5310,BREAKFAST,5537,0,162,81,100,100,Elementary
16482,LUNCH,6015,0,162,10,100,0,Elementary
5311,LUNCH,9665,0,162,81,100,100,High
10351,BREAKFAST,10910,100,162,162,100,100,High
10350,BREAKFAST,10910,100,162,162,100,100,High
5849,LUNCH,11693,0,162,87,100,100,Mixed
5851,LUNCH,11693,0,162,87,100,100,High
5853,LUNCH,12640,100,162,113,100,100,Mixed
5855,LUNCH,12640,100,162,113,100,100,Middle
6113,BREAKFAST,13214,0,162,98,100,100,Mixed
6187,LUNCH,16817,0,162,115,100,100,Elementary
13437,LUNCH,17726,0,162,87,100,100,Elementary
13432,BREAKFAST,22191,0,162,87,100,100,Elementary
9176,BREAKFAST,1608,0,163,16,100,100,Elementary
13613,BREAKFAST,3111,0,163,83,100,100,Middle
13614,LUNCH,7154,0,163,83,100,100,Mixed
24272,LUNCH,9354,0,163,34,100,100,Mixed
24462,BREAKFAST,9795,0,163,115,100,100,Elementary
3916,LUNCH,10098,100,163,120,100,100,Mixed
25147,BREAKFAST,17615,100,163,135,100,100,Elementary
25148,LUNCH,17684,100,163,135,100,100,Elementary
24662,BREAKFAST,145,100,164,153,100,100,High
24661,LUNCH,188,100,164,153,100,100,Middle
14946,BREAKFAST,546,0,164,46,100,100,Elementary
2674,BREAKFAST,663,0,164,79,100,100,Middle
14947,LUNCH,2585,0,164,46,100,100,High
2675,LUNCH,2619,0,164,79,100,100,Mixed
20547,BREAKFAST,3501,0,164,83,100,100,Elementary
16196,BREAKFAST,10352,100,164,130,100,100,Middle
16197,BREAKFAST,10352,100,164,130,100,100,Elementary
15129,BREAKFAST,13878,0,164,164,100,0,Mixed
17986,BREAKFAST,14571,0,164,116,100,100,Elementary
17985,LUNCH,19875,0,164,116,100,100,Elementary
15130,LUNCH,20135,0,164,164,100,0,Elementary
16190,LUNCH,22918,100,164,130,100,100,Middle
25315,BREAKFAST,4787,0,165,82,100,100,Elementary
15302,BREAKFAST,5725,0,165,155,100,100,Mixed
3754,BREAKFAST,9051,0,165,94,100,100,Elementary
23280,BREAKFAST,9483,0,165,127,100,100,Mixed
3141,BREAKFAST,10021,0,165,75,100,100,Elementary
25316,LUNCH,12060,0,165,82,100,100,Middle
3142,LUNCH,15543,0,165,75,100,100,Mixed
4206,BREAKFAST,16279,0,165,51,100,100,Elementary
8826,LUNCH,18404,0,165,119,100,100,Mixed
23281,LUNCH,20603,0,165,127,100,100,Mixed
21358,LUNCH,24706,0,165,165,0,100,Elementary
21225,BREAKFAST,24907,0,165,165,0,100,Elementary
14591,LUNCH,29224,0,165,79,100,100,High
23690,LUNCH,2149,100,166,163,100,100,Elementary
21614,LUNCH,3802,0,166,28,100,100,Mixed
24814,BREAKFAST,3829,0,166,135,100,100,High
2573,BREAKFAST,4037,0,166,100,100,100,High
10698,BREAKFAST,4228,0,166,109,100,100,Middle
5553,BREAKFAST,5291,0,166,72,100,100,Elementary
3899,BREAKFAST,6368,100,166,127,100,100,Elementary
24815,LUNCH,6476,0,166,135,100,100,Elementary
7220,LUNCH,8909,0,166,68,100,100,Elementary
12526,BREAKFAST,8921,0,166,106,100,100,High
25454,BREAKFAST,9432,100,166,133,100,100,Elementary
11392,BREAKFAST,10492,0,166,166,100,100,Elementary
18870,BREAKFAST,13011,100,166,150,100,100,Mixed
5554,LUNCH,13657,0,166,72,100,100,Elementary
2574,LUNCH,14094,0,166,100,100,100,Elementary
3898,LUNCH,14949,100,166,127,100,100,Mixed
25568,BREAKFAST,15444,0,166,73,100,100,Mixed
11393,LUNCH,16266,0,166,166,100,100,Mixed
18871,LUNCH,17288,100,166,150,100,100,Elementary
12807,BREAKFAST,18145,0,166,110,100,100,Elementary
12524,LUNCH,19585,0,166,106,100,100,Elementary
1725,LUNCH,21125,0,166,113,100,100,Elementary
12809,LUNCH,22521,0,166,110,100,100,Elementary
18295,LUNCH,24713,100,166,123,100,100,Elementary
8817,BREAKFAST,30825,0,166,131,100,100,High
3224,BREAKFAST,2752,0,167,122,100,100,Mixed
2575,BREAKFAST,4037,0,167,102,100,100,Mixed
19279,BREAKFAST,4242,0,167,143,100,100,High
25174,BREAKFAST,5240,0,167,16,100,100,Elementary
7957,BREAKFAST,6472,0,167,95,100,100,Elementary
7962,BREAKFAST,6472,0,167,95,100,100,Middle
19278,LUNCH,7606,0,167,143,100,100,Elementary
7644,BREAKFAST,8043,0,167,90,100,100,Elementary
11390,BREAKFAST,10492,0,167,104,100,100,Mixed
10354,BREAKFAST,10910,100,167,108,100,100,High
5467,LUNCH,12944,0,167,83,100,100,Elementary
2572,LUNCH,14094,0,167,102,100,100,Elementary
25172,LUNCH,15125,0,167,16,100,100,Elementary
11391,LUNCH,16266,0,167,104,100,100,Elementary
19219,LUNCH,16655,100,167,167,100,100,Mixed
7959,LUNCH,17534,0,167,95,100,100,Elementary
7964,LUNCH,17534,0,167,95,100,100,Elementary
10485,LUNCH,22613,100,167,108,100,100,High
10486,LUNCH,22613,100,167,108,100,100,Middle
510,BREAKFAST,921,0,168,87,100,100,Elementary
22998,BREAKFAST,1011,0,168,24,100,100,Elementary
22997,LUNCH,3482,0,168,24,100,100,High
15407,BREAKFAST,5604,0,168,79,100,100,Middle
3476,LUNCH,6158,100,168,129,100,100,Mixed
3477,LUNCH,6158,100,168,129,100,100,Mixed
3473,BREAKFAST,6158,100,168,129,100,100,Mixed
3472,BREAKFAST,6158,100,168,129,100,100,Mixed
3897,BREAKFAST,6368,100,168,129,100,100,Mixed
4333,BREAKFAST,7018,0,168,98,100,100,Elementary
12858,BREAKFAST,7059,0,168,92,100,100,Elementary
4128,BREAKFAST,7918,0,168,68,100,100,Elementary
2001,BREAKFAST,9740,0,168,117,100,100,Elementary
17186,BREAKFAST,9982,0,168,143,100,100,Middle
24331,BREAKFAST,10318,0,168,110,100,100,High
12859,LUNCH,14209,0,168,92,100,100,Mixed
3474,BREAKFAST,14411,100,168,129,100,100,Mixed
3475,BREAKFAST,14411,100,168,129,100,100,High
15406,LUNCH,17184,0,168,79,100,100,Mixed
24332,LUNCH,18209,0,168,110,100,100,Mixed
4127,LUNCH,21529,0,168,68,100,100,Elementary
2000,LUNCH,22212,0,168,117,100,100,Mixed
1975,BREAKFAST,28642,100,168,151,100,100,High
21702,BREAKFAST,178,100,169,169,100,100,High
21701,BREAKFAST,178,100,169,169,100,100,High
2487,BREAKFAST,229,0,169,60,100,100,Elementary
12124,BREAKFAST,925,0,169,89,100,100,High
22294,BREAKFAST,1165,0,169,21,100,100,High
12123,LUNCH,1505,0,169,89,100,100,High
7469,LUNCH,2295,0,169,21,100,100,High
21906,BREAKFAST,3228,0,169,101,100,100,High
5091,BREAKFAST,3719,100,169,169,100,100,Elementary
436,BREAKFAST,4438,0,169,90,100,100,Elementary
22295,LUNCH,4606,0,169,21,100,100,Mixed
435,BREAKFAST,5230,0,169,93,100,100,Mixed
21487,BREAKFAST,5337,0,169,82,100,100,Elementary
4823,BREAKFAST,5487,0,169,44,100,100,Elementary
10301,BREAKFAST,9864,0,169,115,100,100,High
10303,BREAKFAST,9864,0,169,122,100,100,Middle
21905,LUNCH,10033,0,169,101,100,100,Middle
4205,BREAKFAST,10037,0,169,80,100,100,Elementary
2486,LUNCH,10068,0,169,60,100,100,Mixed
4824,LUNCH,11895,0,169,44,100,100,Elementary
24213,BREAKFAST,14201,100,169,154,100,100,Elementary
21490,LUNCH,14284,0,169,82,100,100,Elementary
24214,LUNCH,14863,100,169,154,100,100,Elementary
4204,LUNCH,15066,0,169,80,100,100,Mixed
10302,LUNCH,18741,0,169,122,100,100,High
10304,LUNCH,18741,0,169,115,100,100,Elementary
437,LUNCH,20103,0,169,90,100,100,Elementary
16670,BREAKFAST,32309,100,169,169,100,0,Elementary
6111,BREAKFAST,2203,0,170,83,100,100,Elementary
7470,LUNCH,2295,0,170,22,100,100,High
4112,BREAKFAST,4119,0,170,83,100,100,Elementary
23089,LUNCH,5835,0,170,38,100,100,Mixed
24055,BREAKFAST,7414,0,170,135,100,100,Elementary
4113,LUNCH,8654,0,170,83,100,100,Mixed
6112,LUNCH,11625,0,170,83,100,100,Elementary
15791,BREAKFAST,14218,0,170,119,100,100,Elementary
15836,LUNCH,19333,0,170,119,100,100,Elementary
24054,LUNCH,19401,0,170,135,100,100,Elementary
25797,BREAKFAST,24184,0,170,113,100,100,Elementary
25796,LUNCH,25004,0,170,113,100,100,Elementary
23004,BREAKFAST,694,0,171,28,100,100,Middle
23003,LUNCH,1197,0,171,28,100,100,Elementary
7984,BREAKFAST,3848,0,171,85,100,100,High
13934,BREAKFAST,4109,0,171,93,100,100,Mixed
13818,BREAKFAST,5355,0,171,79,100,100,Elementary
12685,BREAKFAST,6063,0,171,88,100,100,Mixed
1747,BREAKFAST,6814,0,171,77,100,100,Elementary
5112,BREAKFAST,7659,0,171,128,100,100,Elementary
1746,LUNCH,14583,0,171,77,100,100,Mixed
8358,BREAKFAST,14739,100,171,171,100,100,Elementary
7983,LUNCH,15049,0,171,85,100,100,Mixed
13817,LUNCH,15967,0,171,79,100,100,Middle
12684,LUNCH,18167,0,171,88,100,100,Elementary
5113,LUNCH,18805,0,171,128,100,100,Elementary
8359,LUNCH,18883,100,171,171,100,100,Elementary
21862,LUNCH,20494,0,171,155,100,100,High
20582,BREAKFAST,524,100,172,163,100,100,Mixed
20450,BREAKFAST,524,100,172,172,100,100,Mixed
20581,BREAKFAST,524,100,172,172,100,100,Mixed
20583,BREAKFAST,524,100,172,163,100,100,Elementary
22241,BREAKFAST,2783,0,172,72,100,100,Mixed
25474,LUNCH,5452,0,172,85,100,100,High
443,BREAKFAST,5459,0,172,97,100,100,Elementary
25473,BREAKFAST,5570,0,172,85,100,100,Mixed
7350,BREAKFAST,7031,0,172,88,100,100,Elementary
442,LUNCH,7309,0,172,97,100,100,Mixed
5661,BREAKFAST,14123,0,172,85,100,100,Elementary
24653,LUNCH,15858,100,172,72,100,100,Elementary
24651,LUNCH,15858,100,172,121,100,100,Elementary
3766,LUNCH,17555,0,172,126,100,100,Middle
7351,LUNCH,17681,0,172,88,100,100,Mixed
24677,LUNCH,18544,100,172,156,100,100,Elementary
2043,BREAKFAST,732,0,173,60,100,100,Middle
10750,BREAKFAST,2441,0,173,48,100,100,High
2044,LUNCH,3802,0,173,60,100,100,Elementary
440,BREAKFAST,3878,0,173,99,100,100,Elementary
441,LUNCH,7034,0,173,99,100,100,Elementary
2022,BREAKFAST,7383,0,173,81,100,100,Elementary
10749,LUNCH,12590,0,173,48,100,100,Mixed
2023,LUNCH,14232,0,173,81,100,100,Mixed
14536,BREAKFAST,15911,0,173,96,100,100,Mixed
13196,BREAKFAST,17248,0,173,112,100,100,Elementary
9273,BREAKFAST,19869,0,173,70,100,100,Elementary
24246,LUNCH,1163,0,174,109,100,100,High
25453,BREAKFAST,3848,0,174,152,100,100,Elementary
1280,BREAKFAST,5129,0,174,83,100,100,Mixed
13554,BREAKFAST,5973,0,174,54,100,100,High
13413,BREAKFAST,6640,0,174,68,100,100,Elementary
10747,BREAKFAST,7442,0,174,99,100,100,Elementary
23839,BREAKFAST,10201,0,174,125,100,100,Elementary
13412,LUNCH,15480,0,174,68,100,100,Elementary
13556,LUNCH,16803,0,174,54,100,100,High
10748,LUNCH,18994,0,174,99,100,100,Elementary
23840,LUNCH,21288,0,174,125,100,100,Mixed
15408,BREAKFAST,1595,0,175,102,100,100,Mixed
2872,BREAKFAST,1788,0,175,55,100,100,Middle
25492,BREAKFAST,2862,0,175,27,100,100,Elementary
12868,BREAKFAST,2940,0,175,109,100,100,Elementary
20336,BREAKFAST,3413,0,175,96,100,100,Mixed
15410,BREAKFAST,3432,0,175,102,100,100,Elementary
252,BREAKFAST,5184,0,175,96,100,100,Middle
24644,BREAKFAST,5197,0,175,87,100,100,High
8265,BREAKFAST,5207,0,175,105,100,100,Elementary
20337,LUNCH,6523,0,175,96,100,100,Elementary
13418,BREAKFAST,7087,0,175,128,100,100,Elementary
8266,LUNCH,10803,0,175,105,100,100,Elementary
25735,BREAKFAST,11211,0,175,143,100,100,Mixed
25734,LUNCH,11400,0,175,143,100,100,High
24645,LUNCH,12962,0,175,87,100,100,High
10756,LUNCH,15481,0,175,96,100,100,Mixed
253,LUNCH,21685,0,175,96,100,100,Mixed
23515,BREAKFAST,3391,0,176,52,100,100,Middle
12854,BREAKFAST,5455,0,176,86,100,100,Middle
22106,BREAKFAST,5652,0,176,81,100,100,Middle
13083,BREAKFAST,11056,0,176,97,100,100,Elementary
16010,LUNCH,12989,0,176,11,100,0,Elementary
23514,LUNCH,13471,0,176,52,100,100,Mixed
14886,BREAKFAST,14483,0,176,97,100,100,High
22107,LUNCH,14971,0,176,81,100,100,Mixed
24930,LUNCH,17795,0,176,176,100,100,Mixed
22303,BREAKFAST,198,0,177,23,100,100,High
22302,LUNCH,840,0,177,23,100,100,Middle
5459,BREAKFAST,1147,0,177,88,100,100,Elementary
22434,LUNCH,2030,0,177,29,100,100,Elementary
14948,LUNCH,5022,0,177,59,100,100,Mixed
4345,BREAKFAST,7201,0,177,70,100,100,Elementary
196,LUNCH,8598,0,177,73,100,100,Elementary
5460,LUNCH,8730,0,177,88,100,100,Elementary
24595,BREAKFAST,12652,0,177,106,100,100,Elementary
6196,LUNCH,18488,100,177,169,100,100,Elementary
6197,LUNCH,18488,100,177,169,100,100,Mixed
8831,BREAKFAST,19169,100,177,177,100,100,Elementary
24597,LUNCH,21302,0,177,106,100,100,Mixed
6198,BREAKFAST,21546,100,177,169,100,100,Mixed
4343,LUNCH,22325,0,177,70,100,100,Mixed
8832,LUNCH,26008,100,177,177,100,100,Elementary
2870,BREAKFAST,195,0,178,35,100,100,High
21344,BREAKFAST,2323,0,178,112,100,100,Middle
22163,BREAKFAST,3519,0,178,46,100,100,Middle
2869,LUNCH,6165,0,178,35,100,100,Elementary
8129,BREAKFAST,6394,0,178,107,100,100,Elementary
21345,LUNCH,7859,0,178,112,100,100,Middle
20559,BREAKFAST,8537,0,178,102,100,100,Elementary
11895,BREAKFAST,8880,0,178,78,100,100,High
22162,LUNCH,13028,0,178,46,100,100,Elementary
25422,BREAKFAST,13574,0,178,112,100,100,Elementary
14597,BREAKFAST,13707,0,178,79,100,100,Elementary
9014,BREAKFAST,17273,0,178,178,100,100,Elementary
20560,LUNCH,17311,0,178,102,100,100,Elementary
25423,LUNCH,17567,0,178,112,100,100,Middle
21858,LUNCH,25807,0,178,169,100,100,Middle
9102,LUNCH,26548,0,178,178,100,100,Mixed
9013,LUNCH,26548,0,178,164,100,100,Elementary
11808,BREAKFAST,2581,0,179,31,100,100,High
23457,BREAKFAST,5154,0,179,25,100,100,Elementary
